seccion;Nombre;Edad media de la población;Porcentaje de población menor de 18 años;Porcentaje de población de 65 y más años;Población
2813001022;San Fernando de Henares;41.0;14.5;7.3;1324
2813001002;San Fernando de Henares;42.1;16.3;18.0;1937
2813001008;San Fernando de Henares;41.2;17.2;12.6;1558
2813001010;San Fernando de Henares;44.7;13.9;20.3;1572
2813001011;San Fernando de Henares;40.0;19.3;12.5;2323
2813001015;San Fernando de Henares;38.1;21.5;7.2;1734
2813001017;San Fernando de Henares;39.3;18.1;7.9;1694
2813001005;San Fernando de Henares;41.6;15.9;14.5;2145
2813001006;San Fernando de Henares;39.5;17.8;9.6;1533
2813001009;San Fernando de Henares;42.9;16.0;18.1;1832
2813001012;San Fernando de Henares;41.9;15.7;12.7;1583
2813001014;San Fernando de Henares;46.0;12.3;21.2;1770
2813001013;San Fernando de Henares;40.6;16.9;8.1;1157
2813001016;San Fernando de Henares;35.4;24.6;5.3;2042
2813001021;San Fernando de Henares;38.5;20.6;13.7;1613
2813001004;San Fernando de Henares;43.6;15.1;21.0;1626
2813001018;San Fernando de Henares;38.7;19.1;7.2;1646
2813001001;San Fernando de Henares;38.5;21.0;14.6;1547
2813001007;San Fernando de Henares;41.5;16.2;14.1;1959
2813001003;San Fernando de Henares;40.6;17.7;12.7;1744
2813001023;San Fernando de Henares;36.2;22.2;7.5;1542
2813101003;San Lorenzo de El Escorial;40.4;20.7;15.4;2314
2813101005;San Lorenzo de El Escorial;41.9;19.2;18.5;1345
2813101001;San Lorenzo de El Escorial;42.5;18.3;19.3;2392
2813101007;San Lorenzo de El Escorial;37.1;25.0;8.2;1906
2813101004;San Lorenzo de El Escorial;40.3;20.8;14.9;1910
2813101006;San Lorenzo de El Escorial;37.5;22.9;8.8;2550
2813101002;San Lorenzo de El Escorial;47.8;13.9;25.4;1416
2813102002;San Lorenzo de El Escorial;41.5;18.5;16.7;2332
2813102001;San Lorenzo de El Escorial;43.0;16.5;18.2;1470
2813201005;San Martín de la Vega;43.4;17.2;20.4;1856
2813201002;San Martín de la Vega;39.9;18.7;13.0;1921
2813201003;San Martín de la Vega;37.1;22.0;9.5;1421
2813201001;San Martín de la Vega;40.3;17.8;15.5;1119
2813201007;San Martín de la Vega;31.5;30.0;3.2;3112
2813201008;San Martín de la Vega;35.8;23.8;7.4;2529
2813201004;San Martín de la Vega;34.9;24.4;7.1;2942
2813201006;San Martín de la Vega;35.5;24.9;7.7;3760
2813301003;San Martín de Valdeiglesias;40.0;22.1;17.0;2442
2813301004;San Martín de Valdeiglesias;39.7;20.3;14.6;1360
2813301001;San Martín de Valdeiglesias;45.3;14.4;21.7;1574
2813301002;San Martín de Valdeiglesias;41.7;20.2;18.1;2590
2813401002;San Sebastián de los Reyes;43.2;16.2;20.3;1013
2813401007;San Sebastián de los Reyes;41.2;19.6;18.9;954
2813401037;San Sebastián de los Reyes;35.2;25.3;4.9;1903
2813401041;San Sebastián de los Reyes;37.4;22.0;6.9;2007
2813401046;San Sebastián de los Reyes;30.1;32.3;3.5;1845
2813401053;San Sebastián de los Reyes;29.6;27.7;1.8;1511
2813401001;San Sebastián de los Reyes;42.2;15.3;17.2;927
2813401006;San Sebastián de los Reyes;41.6;15.4;17.7;1609
2813401009;San Sebastián de los Reyes;41.8;16.6;18.7;1510
2813401010;San Sebastián de los Reyes;41.9;15.8;18.0;844
2813401018;San Sebastián de los Reyes;43.0;13.0;14.6;1944
2813401026;San Sebastián de los Reyes;46.0;13.6;24.6;1294
2813401028;San Sebastián de los Reyes;44.6;13.2;22.8;1267
2813401031;San Sebastián de los Reyes;42.4;13.4;14.3;1564
2813401038;San Sebastián de los Reyes;37.9;22.2;8.7;1970
2813401044;San Sebastián de los Reyes;32.5;29.5;5.4;1456
2813401047;San Sebastián de los Reyes;33.3;26.2;5.2;2713
2813401011;San Sebastián de los Reyes;42.9;14.6;21.9;1175
2813401014;San Sebastián de los Reyes;42.4;16.3;18.7;1630
2813401015;San Sebastián de los Reyes;45.0;13.9;24.4;1553
2813401017;San Sebastián de los Reyes;43.2;14.9;19.3;1179
2813401022;San Sebastián de los Reyes;44.3;13.9;22.3;755
2813401024;San Sebastián de los Reyes;42.6;18.1;21.0;1041
2813401035;San Sebastián de los Reyes;46.5;11.4;23.3;2119
2813401043;San Sebastián de los Reyes;31.7;34.2;3.6;2991
2813401048;San Sebastián de los Reyes;31.2;33.0;3.9;2210
2813401051;San Sebastián de los Reyes;32.8;28.7;5.2;1782
2813401023;San Sebastián de los Reyes;43.5;15.4;21.1;720
2813401029;San Sebastián de los Reyes;43.1;15.2;18.2;1741
2813401034;San Sebastián de los Reyes;43.6;16.0;22.1;940
2813401042;San Sebastián de los Reyes;36.6;21.2;7.9;1993
2813401050;San Sebastián de los Reyes;28.7;32.8;1.9;3277
2813401012;San Sebastián de los Reyes;44.2;13.4;20.4;2056
2813401020;San Sebastián de los Reyes;44.5;15.6;23.5;1046
2813401021;San Sebastián de los Reyes;44.0;12.6;19.3;1024
2813401033;San Sebastián de los Reyes;39.9;21.8;15.1;2701
2813401039;San Sebastián de los Reyes;35.6;26.3;6.5;2196
2813401040;San Sebastián de los Reyes;50.5;9.5;35.1;956
2813401008;San Sebastián de los Reyes;39.1;17.9;13.1;1425
2813401019;San Sebastián de los Reyes;46.1;13.6;26.2;1922
2813401027;San Sebastián de los Reyes;45.0;13.1;21.6;2235
2813401032;San Sebastián de los Reyes;38.9;26.3;16.2;2048
2813401036;San Sebastián de los Reyes;39.2;18.8;9.6;1465
2813401049;San Sebastián de los Reyes;41.5;14.2;12.6;1211
2813401005;San Sebastián de los Reyes;41.5;16.0;18.0;1868
2813401025;San Sebastián de los Reyes;43.1;14.6;19.3;1690
2813401030;San Sebastián de los Reyes;50.6;9.5;33.9;1001
2813401045;San Sebastián de los Reyes;32.3;30.6;5.2;2001
2813401052;San Sebastián de los Reyes;33.8;26.8;7.5;2013
2813401003;San Sebastián de los Reyes;42.1;15.7;18.8;1287
2813401004;San Sebastián de los Reyes;42.6;13.8;18.0;1967
2813401054;San Sebastián de los Reyes;31.0;32.2;3.5;1783
2813401055;San Sebastián de los Reyes;32.5;31.7;4.6;1366
2813501001;Santa María de la Alameda;45.0;15.4;19.4;1204
2813601001;Santorcaz;43.1;19.0;19.5;817
2813701001;Santos de la Humosa. Los;36.2;25.5;10.6;2559
2813801001;Serna del Monte. La;0;0;0;0
2814001002;Serranillos del Valle;38.3;23.6;12.4;956
2814001003;Serranillos del Valle;36.5;24.7;8.8;1743
2814001001;Serranillos del Valle;38.5;22.6;10.5;1381
2814101004;Sevilla la Nueva;41.0;21.5;16.0;962
2814101002;Sevilla la Nueva;36.2;25.7;8.6;2165
2814101003;Sevilla la Nueva;33.6;29.1;6.7;2945
2814101001;Sevilla la Nueva;37.7;23.6;11.1;2748
2814301001;Somosierra;0;0;0;0
2814401002;Soto del Real;40.4;21.6;12.2;1641
2814401003;Soto del Real;41.3;19.7;15.8;2154
2814401004;Soto del Real;40.2;22.0;14.3;2159
2814401001;Soto del Real;40.5;19.6;14.0;2576
2814501001;Talamanca de Jarama;37.2;23.9;10.5;1643
2814501002;Talamanca de Jarama;38.3;21.0;12.6;2037
2814601001;Tielmes;40.9;18.9;16.6;2560
2814701001;Titulcia;41.3;18.9;17.9;1286
2814803003;Torrejón de Ardoz;41.7;17.5;16.5;2057
2814803009;Torrejón de Ardoz;33.6;29.9;4.6;1684
2814803001;Torrejón de Ardoz;41.9;17.9;18.3;1069
2814803005;Torrejón de Ardoz;36.9;23.1;10.0;2033
2814803007;Torrejón de Ardoz;38.0;28.2;17.4;1739
2814803006;Torrejón de Ardoz;37.8;22.8;9.1;2363
2814803008;Torrejón de Ardoz;38.0;19.6;11.6;1255
2814803002;Torrejón de Ardoz;40.9;17.6;14.9;1686
2814804015;Torrejón de Ardoz;45.3;15.6;25.2;1703
2814804016;Torrejón de Ardoz;45.8;15.0;27.7;1296
2814804005;Torrejón de Ardoz;42.8;15.5;18.8;1480
2814804007;Torrejón de Ardoz;40.8;18.2;17.5;1421
2814804010;Torrejón de Ardoz;41.9;16.9;17.3;1263
2814804001;Torrejón de Ardoz;43.4;15.0;20.1;1470
2814804003;Torrejón de Ardoz;41.2;18.6;16.5;1449
2814804011;Torrejón de Ardoz;42.3;16.4;17.4;864
2814804019;Torrejón de Ardoz;34.3;28.3;7.8;2368
2814804004;Torrejón de Ardoz;42.1;15.7;18.5;1737
2814804017;Torrejón de Ardoz;43.1;15.4;19.6;849
2814804008;Torrejón de Ardoz;46.0;12.6;24.0;1394
2814804012;Torrejón de Ardoz;40.3;18.5;16.1;1106
2814804002;Torrejón de Ardoz;40.8;17.4;16.2;1549
2814804006;Torrejón de Ardoz;41.6;16.7;17.2;1862
2814804009;Torrejón de Ardoz;38.9;20.7;16.1;1229
2814804013;Torrejón de Ardoz;38.7;22.3;13.0;1635
2814804014;Torrejón de Ardoz;42.2;18.1;20.5;1239
2814804018;Torrejón de Ardoz;42.6;16.2;18.3;1686
2814802003;Torrejón de Ardoz;44.3;14.6;19.4;1173
2814802008;Torrejón de Ardoz;40.8;18.4;16.4;1553
2814802011;Torrejón de Ardoz;42.9;16.6;22.5;1591
2814802009;Torrejón de Ardoz;40.5;18.8;16.8;1679
2814802010;Torrejón de Ardoz;45.6;14.7;26.2;1407
2814802016;Torrejón de Ardoz;35.9;24.1;4.6;2360
2814802021;Torrejón de Ardoz;29.3;29.4;2.4;2364
2814802007;Torrejón de Ardoz;49.5;11.9;32.9;1056
2814802023;Torrejón de Ardoz;29.2;28.6;2.2;2794
2814802002;Torrejón de Ardoz;37.3;24.0;11.4;2362
2814802005;Torrejón de Ardoz;40.7;17.5;16.4;1522
2814802018;Torrejón de Ardoz;36.6;25.1;8.1;2420
2814802024;Torrejón de Ardoz;32.6;25.9;3.7;2321
2814802026;Torrejón de Ardoz;28.7;29.0;1.4;2148
2814802012;Torrejón de Ardoz;45.7;12.7;23.1;1130
2814802015;Torrejón de Ardoz;44.4;13.9;19.0;1492
2814802017;Torrejón de Ardoz;36.1;23.4;7.2;1948
2814802013;Torrejón de Ardoz;42.2;18.2;20.9;1379
2814802020;Torrejón de Ardoz;38.2;19.3;7.4;1809
2814802022;Torrejón de Ardoz;29.6;27.6;3.0;2165
2814802025;Torrejón de Ardoz;29.0;28.2;2.1;3015
2814802006;Torrejón de Ardoz;42.1;16.7;18.2;1471
2814802001;Torrejón de Ardoz;33.7;27.2;7.0;1893
2814802004;Torrejón de Ardoz;38.6;20.1;10.3;1976
2814802014;Torrejón de Ardoz;42.5;16.3;18.0;1894
2814802019;Torrejón de Ardoz;30.9;28.6;3.3;1947
2814801013;Torrejón de Ardoz;39.0;18.4;9.5;2537
2814801017;Torrejón de Ardoz;37.6;23.3;9.4;1473
2814801005;Torrejón de Ardoz;38.5;20.6;12.8;1146
2814801007;Torrejón de Ardoz;40.3;17.8;12.8;1457
2814801020;Torrejón de Ardoz;37.5;22.3;8.7;1537
2814801014;Torrejón de Ardoz;42.8;14.6;16.3;2074
2814801001;Torrejón de Ardoz;46.7;13.1;29.3;1384
2814801004;Torrejón de Ardoz;48.4;11.5;29.8;875
2814801008;Torrejón de Ardoz;48.6;11.9;33.2;978
2814801010;Torrejón de Ardoz;42.4;17.5;19.4;1914
2814801021;Torrejón de Ardoz;34.0;29.8;5.2;1404
2814801023;Torrejón de Ardoz;34.1;28.3;5.7;1397
2814801011;Torrejón de Ardoz;44.6;11.3;15.4;1706
2814801018;Torrejón de Ardoz;45.2;13.0;23.1;910
2814801024;Torrejón de Ardoz;38.3;21.1;8.0;1511
2814801025;Torrejón de Ardoz;36.2;19.3;6.8;1402
2814801006;Torrejón de Ardoz;46.5;13.4;28.4;1645
2814801019;Torrejón de Ardoz;39.0;20.2;9.2;1562
2814801002;Torrejón de Ardoz;45.0;15.6;24.7;1578
2814801003;Torrejón de Ardoz;46.7;14.7;29.8;1085
2814801009;Torrejón de Ardoz;46.9;12.1;26.9;1035
2814801022;Torrejón de Ardoz;34.2;30.2;5.2;2250
2814801012;Torrejón de Ardoz;38.9;19.6;15.1;2419
2814801015;Torrejón de Ardoz;39.3;20.0;13.1;1603
2814801016;Torrejón de Ardoz;42.4;15.1;17.2;1583
2814901001;Torrejón de la Calzada;35.6;24.8;8.8;2327
2814901003;Torrejón de la Calzada;36.3;23.6;8.4;1558
2814901004;Torrejón de la Calzada;37.3;23.1;10.2;1668
2814901002;Torrejón de la Calzada;39.1;19.8;12.7;1564
2814901005;Torrejón de la Calzada;34.3;28.8;7.1;1385
2815001001;Torrejón de Velasco;37.2;25.6;11.4;1847
2815001002;Torrejón de Velasco;41.4;20.5;16.6;1188
2815001003;Torrejón de Velasco;36.4;26.7;9.6;1226
2815101001;Torrelaguna;41.0;20.6;16.2;1474
2815102001;Torrelaguna;38.3;22.0;12.8;1384
2815102002;Torrelaguna;40.6;20.6;14.3;1695
2815201001;Torrelodones;41.7;18.5;16.6;1924
2815201008;Torrelodones;31.8;34.2;4.0;2990
2815201009;Torrelodones;38.0;23.5;11.1;2451
2815201003;Torrelodones;39.6;21.4;12.9;2406
2815201010;Torrelodones;41.4;20.6;17.5;1250
2815201002;Torrelodones;41.3;20.1;16.3;2142
2815201005;Torrelodones;38.2;24.3;11.7;2440
2815201007;Torrelodones;37.1;25.4;10.3;2515
2815201004;Torrelodones;41.0;19.5;15.6;2031
2815201006;Torrelodones;39.3;23.6;12.0;2458
2815301001;Torremocha de Jarama;44.5;16.2;22.0;817
2815401003;Torres de la Alameda;40.4;18.3;12.5;1212
2815401004;Torres de la Alameda;38.7;22.3;12.3;1839
2815401002;Torres de la Alameda;37.8;23.4;11.3;1723
2815401001;Torres de la Alameda;36.9;24.2;10.2;2653
2890301018;Tres Cantos;42.9;12.7;13.1;1233
2890301022;Tres Cantos;30.9;34.2;3.2;1427
2890301011;Tres Cantos;43.3;14.8;15.6;1046
2890301016;Tres Cantos;37.1;24.7;8.3;1995
2890301021;Tres Cantos;42.2;12.8;11.4;1043
2890301002;Tres Cantos;44.2;15.1;20.5;1639
2890301003;Tres Cantos;46.6;13.2;25.8;1756
2890301008;Tres Cantos;40.0;18.2;13.5;2173
2890301014;Tres Cantos;41.9;18.2;17.8;1698
2890301012;Tres Cantos;40.2;16.3;10.3;1033
2890301013;Tres Cantos;40.8;18.7;14.7;1906
2890301009;Tres Cantos;42.4;16.0;13.9;1598
2890301010;Tres Cantos;39.5;19.1;9.6;1871
2890301019;Tres Cantos;39.0;20.0;9.2;2004
2890301001;Tres Cantos;40.3;20.0;16.4;2210
2890301005;Tres Cantos;44.0;15.9;22.8;1687
2890301007;Tres Cantos;38.6;17.6;7.4;2122
2890301015;Tres Cantos;41.2;17.1;12.1;1559
2890301017;Tres Cantos;37.5;23.4;7.2;2668
2890301020;Tres Cantos;44.3;14.4;19.8;1629
2890301024;Tres Cantos;29.0;28.2;2.3;2805
2890301004;Tres Cantos;37.5;22.2;9.4;1593
2890301006;Tres Cantos;42.7;17.0;18.0;2253
2890301023;Tres Cantos;30.3;34.2;3.0;3151
2890301025;Tres Cantos;30.6;23.7;2.6;2165
2815501001;Valdaracete;44.5;15.3;21.9;629
2815601001;Valdeavero;38.9;19.9;13.1;1522
2815701001;Valdelaguna;42.9;18.6;20.6;885
2815801001;Valdemanco;43.3;19.0;21.0;933
2815901001;Valdemaqueda;44.5;16.8;21.4;762
2816001003;Valdemorillo;41.7;20.2;16.4;2822
2816001004;Valdemorillo;40.4;23.2;14.4;2992
2816001005;Valdemorillo;37.0;24.3;8.9;1535
2816001001;Valdemorillo;38.5;21.5;13.4;2634
2816001002;Valdemorillo;39.0;22.1;12.5;2234
2816101002;Valdemoro;37.9;19.9;10.2;2121
2816101006;Valdemoro;43.1;15.9;18.8;2210
2816101022;Valdemoro;32.9;31.7;5.9;2429
2816101008;Valdemoro;35.9;25.8;7.0;2441
2816101009;Valdemoro;38.3;21.4;9.9;1418
2816101015;Valdemoro;36.5;27.5;9.1;1897
2816101016;Valdemoro;34.4;30.0;6.1;1792
2816101019;Valdemoro;33.0;31.7;4.9;1479
2816101001;Valdemoro;40.4;19.4;15.4;2020
2816101007;Valdemoro;38.7;19.9;12.2;1808
2816101010;Valdemoro;37.2;21.4;9.2;2449
2816101004;Valdemoro;38.6;20.5;14.7;1317
2816101020;Valdemoro;32.8;33.6;4.1;1713
2816101005;Valdemoro;42.0;16.4;18.1;1163
2816101012;Valdemoro;33.1;31.4;5.6;2590
2816101013;Valdemoro;34.5;29.2;5.3;1997
2816101018;Valdemoro;33.9;29.3;5.5;1446
2816101021;Valdemoro;31.0;32.7;2.8;2296
2816101003;Valdemoro;39.9;18.4;12.4;1892
2816101011;Valdemoro;39.6;18.9;10.5;1284
2816101014;Valdemoro;34.7;29.6;5.8;1456
2816101017;Valdemoro;38.9;21.5;12.7;2130
2816101023;Valdemoro;35.5;25.1;7.4;1618
2816101024;Valdemoro;32.3;28.6;4.7;1655
2816101025;Valdemoro;31.8;34.2;4.5;1546
2816102001;Valdemoro;40.3;18.8;14.8;1868
2816102002;Valdemoro;40.7;20.0;13.5;2306
2816102012;Valdemoro;29.8;33.4;3.2;2320
2816102003;Valdemoro;40.4;17.3;14.2;1808
2816102006;Valdemoro;37.9;21.7;10.6;1101
2816102008;Valdemoro;37.1;23.1;11.5;1368
2816102013;Valdemoro;30.1;30.3;3.0;1870
2816102004;Valdemoro;40.4;18.5;14.4;2417
2816102005;Valdemoro;41.6;15.8;16.7;1844
2816102007;Valdemoro;36.7;23.0;8.5;1503
2816102011;Valdemoro;34.3;27.6;7.2;2110
2816102009;Valdemoro;31.3;29.9;4.1;2465
2816102010;Valdemoro;29.8;34.1;2.8;2224
2816102014;Valdemoro;29.8;34.2;1.9;1565
2816102015;Valdemoro;34.5;25.0;6.3;1675
2816201002;Valdeolmos-Alalpardo;43.4;15.6;20.8;809
2816201001;Valdeolmos-Alalpardo;34.5;28.7;8.3;3204
2816301001;Valdepiélagos;42.2;17.5;16.4;572
2816401002;Valdetorres de Jarama;43.2;18.4;19.2;1884
2816401001;Valdetorres de Jarama;39.1;21.5;13.4;2455
2816501001;Valdilecha;40.0;18.8;14.3;2820
2816601001;Valverde de Alcalá;43.7;14.3;17.9;435
2816701001;Velilla de San Antonio;36.4;23.5;9.1;2006
2816701004;Velilla de San Antonio;36.9;21.0;7.4;2679
2816701006;Velilla de San Antonio;34.5;27.2;4.8;1151
2816701003;Velilla de San Antonio;38.2;21.9;11.1;1985
2816701002;Velilla de San Antonio;39.5;17.2;8.5;2043
2816701005;Velilla de San Antonio;34.3;28.5;6.2;2228
2816801001;Vellón. El;41.2;19.2;17.4;1949
2816901001;Venturada;40.3;20.6;12.7;2072
2817101001;Villa del Prado;41.6;18.4;16.9;1557
2817101002;Villa del Prado;38.8;22.6;14.2;1617
2817101003;Villa del Prado;41.2;19.4;19.6;1338
2817101004;Villa del Prado;41.0;21.0;16.8;1738
2817001001;Villaconejos;41.6;17.3;18.8;1857
2817001002;Villaconejos;41.7;19.6;17.7;1462
2817201006;Villalbilla;29.1;29.4;1.6;3273
2817201004;Villalbilla;46.9;13.9;25.3;768
2817201003;Villalbilla;41.1;17.2;10.8;1854
2817201005;Villalbilla;32.9;29.6;6.3;2694
2817201002;Villalbilla;38.4;24.1;10.9;2411
2817201001;Villalbilla;38.5;22.4;12.3;2294
2817301001;Villamanrique de Tajo;44.9;15.8;23.6;692
2817401001;Villamanta;41.0;19.0;15.7;2358
2817501001;Villamantilla;37.5;25.7;11.5;1418
2817601001;Villanueva de la Cañada;39.7;20.3;14.7;2606
2817601008;Villanueva de la Cañada;33.8;26.4;6.2;2494
2817601002;Villanueva de la Cañada;42.5;16.4;19.1;1679
2817601004;Villanueva de la Cañada;40.3;18.6;11.6;1987
2817601007;Villanueva de la Cañada;33.0;29.1;5.1;3227
2817601006;Villanueva de la Cañada;36.7;20.9;9.5;3460
2817601003;Villanueva de la Cañada;36.5;27.4;10.4;3044
2817601005;Villanueva de la Cañada;37.4;22.3;10.0;1795
2817801001;Villanueva de Perales;39.1;22.3;12.4;1574
2817701001;Villanueva del Pardillo;34.4;30.2;7.8;2491
2817701005;Villanueva del Pardillo;33.6;31.9;5.3;1983
2817701003;Villanueva del Pardillo;35.2;28.6;8.8;3131
2817701004;Villanueva del Pardillo;37.1;24.6;9.8;1415
2817701002;Villanueva del Pardillo;34.2;27.8;6.8;2221
2817701006;Villanueva del Pardillo;33.4;31.9;6.3;2547
2817701007;Villanueva del Pardillo;36.6;26.2;9.4;1623
2817701008;Villanueva del Pardillo;34.9;29.7;6.9;1505
2817901001;Villar del Olmo;41.2;18.8;12.7;1977
2818001004;Villarejo de Salvanés;42.8;18.3;18.7;1654
2818001001;Villarejo de Salvanés;40.6;19.6;15.0;1274
2818001003;Villarejo de Salvanés;39.9;21.0;15.5;1552
2818001005;Villarejo de Salvanés;38.0;21.4;10.7;1764
2818001002;Villarejo de Salvanés;40.8;20.5;19.1;1011
2818101003;Villaviciosa de Odón;43.3;16.3;20.3;1704
2818101004;Villaviciosa de Odón;42.5;15.3;19.3;1023
2818101005;Villaviciosa de Odón;43.6;14.6;23.7;1711
2818101009;Villaviciosa de Odón;42.3;20.2;21.6;1161
2818101001;Villaviciosa de Odón;41.7;16.1;20.1;1351
2818101016;Villaviciosa de Odón;41.2;17.9;16.3;976
2818101012;Villaviciosa de Odón;40.8;20.3;14.6;2192
2818101015;Villaviciosa de Odón;40.0;19.5;13.7;2229
2818101002;Villaviciosa de Odón;41.6;19.8;19.8;2112
2818101010;Villaviciosa de Odón;43.2;16.9;20.3;1519
2818101013;Villaviciosa de Odón;38.7;23.0;13.4;1689
2818101008;Villaviciosa de Odón;38.3;23.5;13.2;2049
2818101006;Villaviciosa de Odón;42.8;16.9;20.2;2140
2818101007;Villaviciosa de Odón;43.7;15.1;21.3;1399
2818101014;Villaviciosa de Odón;37.6;24.6;11.3;1965
2818101011;Villaviciosa de Odón;42.3;17.3;19.0;1672
2818201001;Villavieja del Lozoya;43.9;16.3;18.7;252
2818301001;Zarzalejo;41.1;21.4;15.6;1579
